"Enhancer","Genes","XBP1","Trl","xrp1","USP","bergman_EcR_usp","CF2","bergman_Rel","da","crp","EcR","GATA_elemento","ERR","Eip74EF","h","gcm","kay_Jra","Hnf4","srp_SANGER","slp2_forkhead","Rel_FFS","Tgo","TBS","new_act_score","treatment","new_act_binary","chromosome"
"X:13389927-13389959(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315.92,"HKSM","High","X"
"X:8881716-8881748(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.54,"HKSM","High","X"
"2L:18954857-18954890(+)","FBgn0032724;FBgn0032725;FBgn0262095;FBgn0265954;FBgn0032727;FBgn0032728;FBgn0032723;FBgn0015772;FBgn0265953;FBgn0032726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.056,"HKSM","Low","2L"
"2L:22921526-22921559(+)","FBgn0002566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.412,"HKSM","Low","2L"
"3L:17864050-17864083(+)","FBgn0054002;FBgn0262533;FBgn0262532;FBgn0036764;FBgn0036762;FBgn0036763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.105,"HKSM","Low","3L"
"3L:18824719-18824752(+)","FBgn0000261;FBgn0036814;FBgn0036815;FBgn0036816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.8,"HKSM","Low","3L"
"3R:21943746-21943779(+)","FBgn0264490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276.39,"HKSM","High","3R"
"3R:9931241-9931274(+)","FBgn0267336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.784,"HKSM","Low","3R"
"X:11806060-11806093(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.981,"HKSM","Low","X"
"X:5676813-5676846(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840,"HKSM","High","X"
"X:7515144-7515177(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.38,"HKSM","Low","X"
"2L:7214863-7214897(+)","FBgn0031897;FBgn0031896;FBgn0266324;FBgn0259111;FBgn0263133;FBgn0264343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.16,"HKSM","High","2L"
"3L:2152995-2153029(+)","FBgn0035309;FBgn0035308;FBgn0052311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.137,"HKSM","Low","3L"
"3R:18050599-18050633(+)","FBgn0010389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.541,"HKSM","Low","3R"
"3R:27128530-27128564(+)","FBgn0039492;FBgn0027574;FBgn0039488;FBgn0039490;FBgn0039491;FBgn0039489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158.12,"HKSM","High","3R"
"3R:3814228-3814262(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.01,"HKSM","High","3R"
"X:16175958-16175992(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886.426,"HKSM","Low","X"
"X:21437387-21437421(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.554,"HKSM","Low","X"
"X:21778870-21778904(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066.33,"HKSM","High","X"
"X:6315160-6315194(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.63,"HKSM","High","X"
"2R:10125305-10125340(+)","FBgn0010531;FBgn0050011;FBgn0263444;FBgn0033490;FBgn0033486;FBgn0026388;FBgn0003071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.061,"HKSM","Low","2R"
"2R:11650831-11650866(+)","FBgn0050035;FBgn0011915;FBgn0033640;FBgn0050254;FBgn0044020;FBgn0033638;FBgn0085257;FBgn0011916;FBgn0033639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.386,"HKSM","Low","2R"
"2R:13963048-13963083(+)","FBgn0033888;FBgn0261975;FBgn0275436;FBgn0033889;FBgn0013770;FBgn0053155;FBgn0262739;FBgn0050481;FBgn0033887;FBgn0033886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311.72,"HKSM","High","2R"
"3L:543842-543877(+)","FBgn0085298;FBgn0001316;FBgn0035141;FBgn0035142;FBgn0035140;FBgn0267458;FBgn0267982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.51,"HKSM","Low","3L"
"3L:7392558-7392593(+)","FBgn0035777;FBgn0035776;FBgn0016983;FBgn0035779;FBgn0063083;FBgn0035780;FBgn0052380;FBgn0052379;FBgn0035781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.467,"HKSM","Low","3L"
"3R:18849897-18849932(+)","FBgn0267193;FBgn0038653;FBgn0051226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.439,"HKSM","Low","3R"
"3R:30387689-30387724(+)","FBgn0015222;FBgn0015221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.873,"HKSM","Low","3R"
"X:10364054-10364089(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.78,"HKSM","Low","X"
"X:4943539-4943574(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.3,"HKSM","Low","X"
"X:6133162-6133197(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935.022,"HKSM","Low","X"
"2L:5007504-5007540(+)","FBgn0265968;FBgn0031668;FBgn0031670;FBgn0083962;FBgn0053113;FBgn0016075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.2,"HKSM","Low","2L"
"2R:19144283-19144319(+)","FBgn0034419;FBgn0000578;FBgn0263290;FBgn0027535;FBgn0034417;FBgn0034418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.492,"HKSM","Low","2R"
"3R:10180821-10180857(+)","FBgn0004575;FBgn0040238;FBgn0037796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.261,"HKSM","Low","3R"
"3R:30014497-30014533(+)","FBgn0085327;FBgn0039737;FBgn0016685;FBgn0039738;FBgn0026597;FBgn0039739;FBgn0039736;FBgn0267780;FBgn0039733;FBgn0039734;FBgn0039735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.933,"HKSM","Low","3R"
"X:17783236-17783272(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.611,"HKSM","Low","X"
"X:2991056-2991092(+)","FBgn0016975;FBgn0016976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115.79,"HKSM","Low","X"
"X:3433106-3433142(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210.04,"HKSM","High","X"
"X:757189-757225(+)","FBgn0029961;FBgn0085367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.226,"HKSM","Low","X"
"2L:10426616-10426653(+)","FBgn0032248;FBgn0032242;FBgn0032249;FBgn0005683;FBgn0267330;FBgn0032250;FBgn0032243;FBgn0027052;FBgn0032247;FBgn0032251;FBgn0032246;FBgn0262601;FBgn0004915;FBgn0032244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.415,"HKSM","Low","2L"
"2R:10124599-10124636(+)","FBgn0010531;FBgn0050011;FBgn0263444;FBgn0033490;FBgn0033486;FBgn0026388;FBgn0004907;FBgn0003071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.916,"HKSM","Low","2R"
"2R:11207497-11207534(+)","FBgn0037084;FBgn0003396;FBgn0033582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.472,"HKSM","Low","2R"
"2R:18834168-18834205(+)","FBgn0010551;FBgn0034400;FBgn0034399;FBgn0034396;FBgn0034397;FBgn0034398;FBgn0034401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682.23,"HKSM","High","2R"
"2R:7379843-7379880(+)","FBgn0000352;FBgn0041243;FBgn0033159;FBgn0283450;FBgn0033160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.204,"HKSM","Low","2R"
"3L:18781756-18781793(+)","FBgn0267601;FBgn0001078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.11,"HKSM","Low","3L"
"X:19379555-19379592(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806.682,"HKSM","Low","X"
"Y:62528-62565(+)","FBgn0001313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117.07,"HKSM","High","Y"
"2L:13615313-13615351(+)","FBgn0259984;FBgn0262194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.537,"HKSM","Low","2L"
"3L:10660951-10660989(+)","FBgn0052068;FBgn0036096;FBgn0052066;FBgn0010762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.499,"HKSM","Low","3L"
"3L:8421584-8421622(+)","FBgn0020224;FBgn0052354;FBgn0010431;FBgn0263352;FBgn0265102;FBgn0035890;FBgn0266667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.58,"HKSM","Low","3L"
"3R:28600120-28600158(+)","FBgn0082974;FBgn0082958;FBgn0000659;FBgn0263388;FBgn0082960;FBgn0262741;FBgn0001215;FBgn0082975;FBgn0082959;FBgn0039589;FBgn0082957;FBgn0082976;FBgn0039590;FBgn0026400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.021,"HKSM","Low","3R"
"X:11379237-11379275(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.367,"HKSM","Low","X"
"X:21072766-21072804(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.783,"HKSM","Low","X"
"X:21929062-21929100(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.08,"HKSM","Low","X"
"2L:3958630-3958669(+)","FBgn0051774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.19,"HKSM","High","2L"
"3L:13406662-13406701(+)","FBgn0052121;FBgn0002573;FBgn0036356;FBgn0260049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.077,"HKSM","Low","3L"
"3L:18011481-18011520(+)","FBgn0086081;FBgn0000568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.1,"HKSM","High","3L"
"3L:20446326-20446365(+)","FBgn0036995;FBgn0036996;FBgn0083120;FBgn0036991;FBgn0082949;FBgn0036993;FBgn0029158;FBgn0264571;FBgn0036990;FBgn0019947;FBgn0082948;FBgn0082947;FBgn0266686;FBgn0036994;FBgn0036992;FBgn0086082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.002,"HKSM","Low","3L"
"3L:9426648-9426687(+)","FBgn0260431;FBgn0015296;FBgn0267532;FBgn0035993;FBgn0005533;FBgn0035989;FBgn0023129;FBgn0082953;FBgn0260859;FBgn0035988;FBgn0040305;FBgn0035987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.998,"HKSM","Low","3L"
"3R:30208483-30208522(+)","FBgn0083050;FBgn0000280;FBgn0000278;FBgn0039757;FBgn0083049;FBgn0086665;FBgn0086664;FBgn0000279;FBgn0000281;FBgn0000276;FBgn0082983;FBgn0039755;FBgn0083047;FBgn0083048;FBgn0000094;FBgn0000277;FBgn0039756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.606,"HKSM","Low","3R"
"3R:31718846-31718885(+)","FBgn0266412;FBgn0261583;FBgn0003870;FBgn0054046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.53,"HKSM","Low","3R"
"3R:4864312-4864351(+)","FBgn0003002;FBgn0020280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.636,"HKSM","Low","3R"
"4:1163787-1163826(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.991,"HKSM","Low","4"
"X:22012739-22012778(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101.96,"HKSM","Low","X"
"X:22047861-22047900(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276.9,"HKSM","High","X"
"X:765495-765534(+)","FBgn0029961;FBgn0052718;FBgn0085367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.104,"HKSM","Low","X"
"2L:12014366-12014406(+)","FBgn0032394;FBgn0032393;FBgn0014019;FBgn0032395;FBgn0265799;FBgn0265798;FBgn0010497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.34,"HKSM","Low","2L"
"2R:11486507-11486547(+)","FBgn0001269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.24,"HKSM","Low","2R"
"2R:23658898-23658938(+)","FBgn0266377;FBgn0004795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.31,"HKSM","Low","2R"
"3L:18018530-18018570(+)","FBgn0000568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693.55,"HKSM","Low","3L"
"3L:25467890-25467930(+)","FBgn0267429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186.8,"HKSM","Low","3L"
"3R:14056422-14056462(+)","FBgn0038197;FBgn0011971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.178,"HKSM","Low","3R"
"3R:17078547-17078587(+)","FBgn0038478;FBgn0014141;FBgn0266465;FBgn0038473;FBgn0020493;FBgn0038474;FBgn0038476;FBgn0038475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.256,"HKSM","Low","3R"
"3R:23337002-23337042(+)","FBgn0267759;FBgn0264326;FBgn0003118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.85,"HKSM","High","3R"
"X:21730192-21730232(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.285,"HKSM","Low","X"
"2L:22275751-22275792(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914.511,"HKSM","Low","2L"
"2R:12048091-12048132(+)","FBgn0004463;FBgn0028407;FBgn0033677;FBgn0260012;FBgn0024732;FBgn0050039;FBgn0262820;FBgn0265373;FBgn0010339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878.474,"HKSM","Low","2R"
"2R:18802303-18802344(+)","FBgn0034391;FBgn0263337;FBgn0034394;FBgn0010651;FBgn0034392;FBgn0265661;FBgn0267954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.493,"HKSM","Low","2R"
"2R:4653239-4653280(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.548,"HKSM","Low","2R"
"3L:2185318-2185359(+)","FBgn0026570;FBgn0035315;FBgn0035312;FBgn0035313;FBgn0026593;FBgn0035311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.949,"HKSM","Low","3L"
"3R:14722832-14722873(+)","FBgn0011217;FBgn0038256;FBgn0262127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,"HKSM","High","3R"
"Y:2037949-2037990(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.66,"HKSM","Low","Y"
"2L:18145685-18145727(+)","FBgn0032669;FBgn0001301;FBgn0041184;FBgn0032671;FBgn0032668;FBgn0265671;FBgn0032670;FBgn0261804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.366,"HKSM","Low","2L"
"3L:15696271-15696313(+)","FBgn0036527;FBgn0036528;FBgn0036529;FBgn0085480;FBgn0085481;FBgn0041160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970.457,"HKSM","Low","3L"
"3L:17923047-17923089(+)","FBgn0267794;FBgn0036771;FBgn0036772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.51,"HKSM","Low","3L"
"3L:21749650-21749692(+)","FBgn0037129;FBgn0037128;FBgn0037131;FBgn0037126;FBgn0264480;FBgn0037127;FBgn0037130;FBgn0037125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.548,"HKSM","Low","3L"
"X:10721319-10721361(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.938,"HKSM","Low","X"
"2L:16637952-16637995(+)","FBgn0259735;FBgn0265000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.61,"HKSM","Low","2L"
"2R:11472479-11472522(+)","FBgn0001269;FBgn0000581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.819,"HKSM","Low","2R"
"2R:11663243-11663286(+)","FBgn0050035;FBgn0011915;FBgn0011916;FBgn0050254;FBgn0044020;FBgn0033644;FBgn0085257;FBgn0033640;FBgn0033639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635.49,"HKSM","High","2R"
"2R:18669271-18669314(+)","FBgn0034371;FBgn0265625;FBgn0265627;FBgn0034372;FBgn0023214;FBgn0259202;FBgn0265626;FBgn0053136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.765,"HKSM","Low","2R"
"2R:6879116-6879159(+)","FBgn0033113;FBgn0033115;FBgn0028988;FBgn0265137;FBgn0265058;FBgn0265935;FBgn0033110;FBgn0033112;FBgn0050158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817.74,"HKSM","High","2R"
"3R:12084293-12084336(+)","FBgn0051361;FBgn0037989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573.73,"HKSM","High","3R"
"3R:3167376-3167419(+)","FBgn0267430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207.54,"HKSM","Low","3R"
"2L:7155665-7155709(+)","FBgn0085407;FBgn0265823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.647,"HKSM","Low","2L"
"2R:10239590-10239634(+)","FBgn0033498;FBgn0003660;FBgn0033499;FBgn0005619;FBgn0033500;FBgn0266803;FBgn0000448;FBgn0033497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.139,"HKSM","Low","2R"
"3L:27889412-27889456(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.04,"HKSM","High","3L"
"3R:21921054-21921098(+)","FBgn0038917;FBgn0038918;FBgn0038919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.226,"HKSM","Low","3R"
"3R:27099469-27099513(+)","FBgn0027574;FBgn0039482;FBgn0039483;FBgn0039487;FBgn0039480;FBgn0266736;FBgn0039485;FBgn0039486;FBgn0039481;FBgn0243514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.606,"HKSM","Low","3R"
"3R:28601760-28601804(+)","FBgn0082974;FBgn0082958;FBgn0263388;FBgn0082960;FBgn0262741;FBgn0001215;FBgn0082975;FBgn0082959;FBgn0039589;FBgn0082957;FBgn0082976;FBgn0039590;FBgn0026400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.97,"HKSM","Low","3R"
"X:3163008-3163052(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.372,"HKSM","Low","X"
"X:6708453-6708497(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.86,"HKSM","Low","X"
"2L:9215514-9215559(+)","FBgn0041092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.312,"HKSM","Low","2L"
"2R:21128806-21128851(+)","FBgn0020312;FBgn0034592;FBgn0002736;FBgn0034590;FBgn0015721;FBgn0034588;FBgn0021872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.767,"HKSM","Low","2R"
"2R:2473797-2473842(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452.19,"HKSM","High","2R"
"2R:7643194-7643239(+)","FBgn0263046;FBgn0050495;FBgn0050491;FBgn0033199;FBgn0266624;FBgn0028687;FBgn0263077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.276,"HKSM","Low","2R"
"3L:17570741-17570786(+)","FBgn0000567;FBgn0086080;FBgn0025455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.622,"HKSM","Low","3L"
"3L:3373927-3373972(+)","FBgn0027616;FBgn0035443;FBgn0035445;FBgn0035444;FBgn0283461;FBgn0004167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.833,"HKSM","Low","3L"
"3R:14480283-14480328(+)","FBgn0086901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.83,"HKSM","High","3R"
"3R:24664064-24664109(+)","FBgn0003429;FBgn0039214;FBgn0039215;FBgn0262431;FBgn0020018;FBgn0000139;FBgn0051126;FBgn0051125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232.91,"HKSM","High","3R"
"3R:25707085-25707130(+)","FBgn0051092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.016,"HKSM","Low","3R"
"3R:6935901-6935946(+)","FBgn0260642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.016,"HKSM","Low","3R"
"3R:7949215-7949260(+)","FBgn0000504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.607,"HKSM","Low","3R"
"X:10363214-10363259(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.244,"HKSM","Low","X"
"X:3096825-3096870(+)","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.04,"HKSM","Low","X"
"2L:17293059-17293105(+)","FBgn0032632;FBgn0032631;FBgn0267293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.18,"HKSM","High","2L"
"2L:9738175-9738221(+)","FBgn0028704;FBgn0032140;FBgn0032139;FBgn0015035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.638,"HKSM","Low","2L"
"3L:18825450-18825496(+)","FBgn0000261;FBgn0036814;FBgn0036815;FBgn0036816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.58,"HKSM","High","3L"
"3L:25953581-25953627(+)","FBgn0058178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.297,"HKSM","Low","3L"
"3L:3418146-3418192(+)","FBgn0026259;FBgn0262260;FBgn0014388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993.831,"HKSM","Low","3L"
"3R:24058515-24058561(+)","FBgn0026576;FBgn0039145;FBgn0264325;FBgn0040283;FBgn0264906;FBgn0005649;FBgn0043455;FBgn0001230;FBgn0053100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902.319,"HKSM","Low","3R"
"4:180740-180786(+)","FBgn0039925;FBgn0002521;FBgn0250819;FBgn0039924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.29,"HKSM","Low","4"
